1,13,2.88800,0.18200,0.58900,0.21400,3.07793
1,50,2.25300,0.15100,0.64000,0.22200,2.35311
1,66,2.89100,0.14900,0.59000,0.21400,3.07993
1,131,2.86800,0.15100,0.58700,0.21300,3.05790
1,112,2.84100,0.15000,0.58300,0.21300,3.02894
1,99,2.84100,0.15100,0.58800,0.21100,3.08789
1,107,2.87600,0.15100,0.61300,0.21300,3.06498
1,6,2.89400,0.15200,0.58800,0.21300,3.08401
1,35,1.37600,0.07400,0.28100,0.10200,1.46709
1,91,2.86800,0.15100,0.58800,0.21100,3.05689
1,129,2.89400,0.15200,0.58900,0.21100,3.08511
1,43,2.29800,0.15000,0.58800,0.21000,2.39792
1,110,1.37000,0.07300,0.28300,0.10300,1.46109
1,83,2.86200,0.14900,0.59100,0.21400,3.05107
1,14,2.87400,0.15000,0.61300,0.21300,3.06306
2,48,2.15500,0.14100,0.58100,0.16800,4.65204
2,45,1.08200,0.06950,0.27750,0.07950,2.33904
2,144,2.15650,0.14050,0.57150,0.16700,4.65304
2,65,2.17500,0.14150,0.59450,0.16600,4.69609
2,36,1.66950,0.08800,0.45250,0.11050,3.72606
2,37,2.16100,0.14100,0.57100,0.16550,4.65991
2,22,2.51000,0.18300,0.70100,0.21950,5.35098
2,44,1.03350,0.06850,0.27500,0.07850,2.23110
2,99,2.15700,0.14100,0.58400,0.16750,4.66997
2,105,2.15450,0.14100,0.57700,0.16600,4.64695
2,47,2147486.00000,0.13600,0.57450,0.16650,4.58791
2,27,1.30000,0.11000,0.34800,0.09150,2.77301
2,21,2.16650,0.14050,0.59100,0.16850,4.66890
2,31,2.16800,0.14100,0.57200,0.16750,4.67298
2,142,2.02050,0.11900,0.57550,0.16500,4.38088
3,52,1.73033,0.13700,0.50467,0.13267,5.59904
3,17,1.90333,0.13700,0.57533,0.15733,6.19890
3,108,0.90000,0.06533,0.26700,0.07267,2.93093
3,7,1.61000,0.11400,0.46700,0.12600,5.15996
3,34,1.89900,0.13633,0.58333,0.14933,6.18099
3,118,1.65067,0.11533,0.46767,0.12667,5.28290
3,2,1.72100,0.13500,0.48733,0.13367,5.57105
3,139,1.88033,0.13600,0.55967,0.14833,6.12508
3,26,1.65467,0.11933,0.46833,0.12800,5.29901
3,132,1.85467,0.13567,0.55633,0.14900,5.96891
3,129,1.89667,0.13600,0.55767,0.14900,6.17700
3,125,1.14100,0.09200,0.35500,0.09900,3.66801
3,60,1.75700,0.13567,0.52133,0.15067,5.68010
3,79,1.75433,0.13500,0.51433,0.13767,5.67090
3,115,1.74133,0.11033,0.58100,0.13000,5.70398
4,14,1.33425,0.10100,0.41500,0.10775,5.75299
4,61,1.69650,0.12975,0.54625,0.13675,7.34912
4,48,0.83325,0.06425,0.26350,0.06650,3.63696
4,75,0.83925,0.06400,0.26400,0.06700,3.66207
4,85,0.83450,0.06400,0.26175,0.06850,3.64389
4,113,0.91350,0.06925,0.29525,0.07100,3.98510
4,132,1.40850,0.11375,0.41950,0.10750,6.11312
4,87,1.76500,0.14900,0.54950,0.13725,7.67102
4,143,1.17325,0.08350,0.34100,0.09550,5.00500
4,35,1.74775,0.13300,0.55050,0.13725,7.62306
4,102,1.63550,0.13375,0.51075,0.12625,7.09795
4,67,1.46200,0.11700,0.44375,0.12025,6.34411
4,32,1.38625,0.10175,0.41250,0.10875,5.95804
4,49,1.73775,0.13275,0.55500,0.13750,7.58204
4,40,1.07850,0.10400,0.31825,0.07675,4.62997
5,30,1.69360,0.13420,0.56240,0.13640,9.24304
5,29,0.79700,0.06300,0.26520,0.06220,4.36008
5,66,1.65820,0.13260,0.54920,0.13380,9.07895
5,138,1.65140,0.13100,0.54540,0.13260,9.05296
5,62,1.67000,0.13140,0.54740,0.13220,9.05505
5,32,0.89580,0.07120,0.29640,0.07760,4.85489
5,22,1.43200,0.11840,0.45960,0.11360,7.78595
5,119,0.79900,0.06300,0.26160,0.06360,4.36790
5,91,1.24740,0.10020,0.47400,0.10560,6.76593
5,67,0.79520,0.06320,0.26180,0.06320,4.34995
5,141,1.69700,0.13180,0.54520,0.13320,9.27009
5,25,1.28440,0.10540,0.39100,0.10300,6.97200
5,114,1.70080,0.13420,0.58220,0.13680,9.22005
5,96,1.31080,0.10560,0.41680,0.11280,7.10402
5,23,1.39500,0.11840,0.44320,0.10940,7.59792
6,39,1.62667,0.13100,0.54767,0.12833,10.76509
6,92,1.35133,0.11467,0.45733,0.11050,8.80496
6,150,1.60217,0.12967,0.54667,0.12900,10.53296
6,140,0.77033,0.06567,0.26033,0.06167,5.06711
6,130,0.76750,0.06283,0.26150,0.06233,5.07012
6,102,0.94983,0.07533,0.31033,0.08033,6.15211
6,67,0.77183,0.06283,0.26000,0.06033,5.07699
6,16,0.76700,0.06267,0.26017,0.06150,5.08492
6,112,1.24100,0.09850,0.41533,0.09900,8.06506
6,124,1.57167,0.12400,0.54150,0.12567,10.36207
6,58,1.13600,0.08650,0.35933,0.09200,7.35996
6,41,1.22433,0.09817,0.40700,0.09867,7.96689
6,144,1.25717,0.09917,0.41233,0.10583,8.16489
6,77,1.38733,0.10833,0.45600,0.11067,9.11009
6,84,1.14067,0.08717,0.36417,0.09100,7.39288
7,62,1.09414,0.09243,0.34743,0.08543,8.34900
7,88,0.93071,0.07471,0.30186,0.07586,7.05301
7,77,1.59629,0.13071,0.56514,0.12714,12.24706
7,112,1.66171,0.14071,0.57257,0.13857,12.70690
7,13,0.97971,0.07157,0.32957,0.08300,7.46306
7,38,1.02800,0.08286,0.34000,0.08257,7.80699
7,68,0.82129,0.07814,0.25929,0.06014,6.27890
7,91,0.95114,0.08400,0.34386,0.08443,7.23509
7,146,0.75014,0.06214,0.26029,0.05943,5.76509
7,41,0.75186,0.06214,0.25786,0.06014,5.77896
7,46,0.85143,0.07200,0.29271,0.07214,6.48396
7,29,1.12557,0.09300,0.37971,0.08914,8.59295
7,25,1.03600,0.08300,0.34429,0.08557,7.86396
7,53,0.85600,0.07329,0.29086,0.07329,6.51595
7,75,1.07357,0.08814,0.34343,0.08543,8.22705
8,74,1.38300,0.11900,0.50038,0.10975,12.27699
8,64,1.05050,0.08775,0.35288,0.08512,9.16598
8,102,1.51000,0.12800,0.53813,0.12288,13.22400
8,63,0.74025,0.06463,0.26025,0.05962,6.52511
8,105,0.82863,0.06150,0.26588,0.06200,7.33091
8,21,0.74213,0.06588,0.26250,0.05987,6.54293
8,55,1.15838,0.09638,0.40063,0.09550,10.11689
8,136,0.76088,0.06625,0.25938,0.05950,6.67808
8,44,1.54050,0.12888,0.53925,0.12362,13.54400
8,137,0.89912,0.07113,0.29575,0.07175,7.78498
8,38,1.53138,0.12825,0.53875,0.12150,13.47800
8,25,1.53400,0.12838,0.54275,0.12425,13.50606
8,31,1.17225,0.09650,0.39725,0.11100,10.24392
8,101,0.91100,0.07113,0.29663,0.07250,7.88399
8,8,1.32413,0.11275,0.45800,0.11088,11.58205
9,38,1.52211,0.12767,0.54322,0.12133,15.07404
9,68,1.02500,0.08567,0.34911,0.08244,10.05594
9,24,1.20611,0.10011,0.41367,0.09933,11.95196
9,117,1.52956,0.13156,0.53433,0.11978,15.13794
9,44,0.73022,0.06389,0.25589,0.05689,7.22894
9,91,0.72867,0.06122,0.25944,0.05889,7.21589
9,40,0.81167,0.06989,0.28522,0.07200,7.97093
9,28,1.01767,0.08656,0.34833,0.08333,9.99500
9,65,1.37911,0.12089,0.48222,0.11000,13.62302
9,138,1.01011,0.08533,0.34689,0.07989,9.91707
