1,1,2.88500,0.15500,0.59200,0.21400,3.07511
1,2,2.84600,0.15000,0.58800,0.21300,3.03599
1,3,2.91600,0.15400,0.58700,0.21200,3.11294
1,4,2.88800,0.15200,0.61900,0.21200,3.07799
1,5,4294970.50000,0.15300,0.58700,0.21400,3.08708
1,6,2.89400,0.15200,0.58800,0.21300,3.08401
1,7,3.52900,0.22800,0.94600,0.34900,3.63594
1,8,2.84300,0.15100,0.58800,0.21300,3.03492
1,9,2.84800,0.15000,0.58900,0.21200,3.03989
1,10,2.84300,0.15000,0.58900,0.21300,3.03295
1,11,2.86000,0.15200,0.58900,0.21100,3.04805
1,12,2.86500,0.15100,0.59000,0.22700,3.05406
1,13,2.88800,0.18200,0.58900,0.21400,3.07793
1,14,2.87400,0.15000,0.61300,0.21300,3.06306
1,15,2.86500,0.15000,0.58500,0.22800,3.05292
1,16,2.86200,0.15000,0.60200,0.21200,3.05001
1,17,2.87700,0.15200,0.58900,0.21300,3.06791
1,18,2.84600,0.15000,0.59000,0.21400,3.03396
1,19,2.84700,0.15100,0.58800,0.21600,3.03510
1,20,1.45800,0.07400,0.28200,0.10200,1.55793
1,21,2.86700,0.15100,0.60900,0.21700,3.05811
1,22,2.85900,0.15200,0.58800,0.21000,3.04906
1,23,2.86100,0.15200,0.58700,0.21400,3.05011
1,24,2.84300,0.15100,0.59100,0.21200,3.03106
1,25,2.86900,0.15100,0.61100,0.21500,3.05811
1,26,2.89300,0.15400,0.62400,0.21500,3.08202
1,27,2.85800,0.15100,0.58900,0.21400,3.04705
1,28,2.83700,0.15000,0.58800,0.21500,3.04297
1,29,2.85000,0.15000,0.58800,0.21200,3.06290
1,30,1.39000,0.07300,0.28100,0.10400,1.48302
1,31,4.18500,0.23000,0.94700,0.34900,4.38201
1,32,2.87900,0.15200,0.58800,0.21300,3.06909
1,33,2.87500,0.15200,0.59000,0.21400,3.06599
1,34,2.83900,0.15000,0.58900,0.21200,3.04791
1,35,1.37600,0.07400,0.28100,0.10200,1.46709
1,36,2.92000,0.15300,0.59300,0.21100,3.10792
1,37,2.34900,0.15000,0.59200,0.21300,2.44999
1,38,2.86800,0.15100,0.60400,0.21400,3.05705
1,39,2.12900,0.07300,0.33600,0.11500,2.31104
1,40,2.85600,0.15000,0.58900,0.21800,3.06100
1,41,2.84200,0.15000,0.59000,0.21200,3.03205
1,42,2.89100,0.15000,0.59300,0.21300,3.07997
1,43,2.29800,0.15000,0.58800,0.21000,2.39792
1,44,2.87700,0.15400,0.59300,0.21600,3.06606
1,45,3.04400,0.15200,0.59000,0.23100,3.23810
1,46,2.89700,0.15300,0.59200,0.21100,3.08489
1,47,2.87600,0.15000,0.59000,0.20900,3.07404
1,48,2.84000,0.15000,0.58800,0.21100,3.02897
1,49,2.88300,0.18600,0.58800,0.21000,3.07205
1,50,2.25300,0.15100,0.64000,0.22200,2.35311
1,51,2.87900,0.15200,0.59400,0.21600,3.06803
1,52,2.66800,0.07400,0.28300,0.10100,2.93803
1,53,2.91100,0.15400,0.59300,0.22300,3.09996
1,54,2.86500,0.14800,0.58400,0.21100,3.05406
1,55,2.84500,0.15100,0.58900,0.21000,3.03289
1,56,1.62600,0.07400,0.28400,0.10300,1.72611
1,57,2.87800,0.15100,0.59000,0.23200,3.06799
1,58,3.40200,0.23000,0.73200,0.23900,3.59699
1,59,2.91400,0.15100,0.60600,0.21200,3.10702
1,60,2.88300,0.15100,0.58800,0.22000,3.07304
1,61,2.84500,0.15100,0.58900,0.21300,3.03494
1,62,2.86800,0.15300,0.58900,0.21500,3.05791
1,63,2.88500,0.15100,0.59100,0.21300,3.07811
1,64,2.89400,0.15300,0.62300,0.21900,3.08289
1,65,2.84700,0.15100,0.59100,0.21300,3.03593
